ID do hospedeiro;nome do hospedeiro;Cidade;Bairro;Tipo de Imovel;pre�o;minimo de noite;numero de avalia��es;ultima avalia��o;avalia��es por m�s;contagem calculada de listagens de hospede;disponibilidade 365;;
7627586;Sarah;Brooklyn;Brooklyn Heights;Entire home/apt;299;4;6;31/12/2018;0.27;1;27;;
54283436;Maurice;Manhattan;East Harlem;Private room;60;3;6;26/07/2018;0.25;1;0;;
133274871;Deborah;Manhattan;Harlem;Private room;51;5;0;;;1;0;;
12162815;Annelise;Queens;Rockaway Beach;Entire home/apt;140;2;9;14/06/2019;0.38;1;36;;
10440694;Gia;Manhattan;Upper East Side;Entire home/apt;150;30;88;22/06/2019;3.67;1;3;;
139076348;Candelyn;Queens;Long Island City;Private room;150;3;0;;;1;0;;
4452444;Jūrate;Brooklyn;Williamsburg;Private room;70;1;14;30/06/2019;0.60;1;0;;
139093829;Valentina;Brooklyn;Bushwick;Private room;40;3;17;27/08/2018;0.71;1;0;;
139096564;Jessica;Brooklyn;Bushwick;Private room;45;1;1;17/07/2017;0.04;1;0;;
138717905;Luca;Manhattan;East Harlem;Private room;67;2;28;03/07/2019;1.22;1;179;;
71097702;Paula;Brooklyn;Park Slope;Entire home/apt;290;30;48;09/04/2019;2.07;2;299;;
138938451;Andrea;Brooklyn;Williamsburg;Entire home/apt;150;3;6;23/09/2017;0.25;1;0;;
9293730;Inna;Manhattan;Upper West Side;Entire home/apt;159;30;2;29/01/2019;0.18;16;358;;
21772781;Edward;Brooklyn;Bushwick;Entire home/apt;77;3;4;24/04/2019;0.18;1;0;;
139135366;Eileen;Manhattan;Upper East Side;Entire home/apt;175;2;20;15/06/2019;0.88;1;0;;
137184002;Kevin;Brooklyn;East Flatbush;Entire home/apt;85;1;183;08/07/2019;7.65;1;120;;
31515758;Townsend;Manhattan;Washington Heights;Entire home/apt;1000;1;1;18/03/2018;0.06;1;79;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Deonisis;Manhattan;Inwood;408.662;60;1;128;05/07/2019;6.03;1;67;;;
139170973;Wonkyung;Manhattan;Harlem;Private room;45;7;0;;;1;0;;
67271745;Anna;Brooklyn;Bushwick;Private room;55;1;1;30/07/2017;0.04;1;0;;
120767920;Jimmy &Cindy;Queens;Flushing;Private room;48;2;54;01/07/2019;2.28;10;360;;
;;;;;;;;;;;;;
34039463;Sini;Brooklyn;Crown Heights;Private room;100;1;0;;;1;0;;
24559181;Aldi;Manhattan;Upper East Side;Entire home/apt;200;1;15;21/06/2019;0.69;3;351;;
44220091;Thomas;Manhattan;Harlem;Private room;56;1;10;23/08/2017;0.42;1;0;;
138628430;Tyeesha;Bronx;Morris Heights;Private room;50;1;0;;;1;363;;
3363377;Eryka;Brooklyn;Williamsburg;Private room;114;2;43;11/06/2019;1.82;2;114;;
6042053;Jonathan;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;200;3;32;28/06/2019;1.37;1;317;;
2239235;Jess;Brooklyn;Crown Heights;Entire home/apt;125;3;1;16/07/2017;0.04;1;0;;
138003310;Marta;Queens;Richmond Hill;Private room;60;7;53;28/06/2019;2.24;1;335;;
8162588;Kristen;Brooklyn;Crown Heights;Private room;40;2;10;19/10/2018;0.41;1;22;;
15476792;Gosia;Brooklyn;Williamsburg;Entire home/apt;105;1;24;31/12/2017;1.01;1;0;;
31727657;Kristen;Manhattan;Washington Heights;Private room;70;4;1;31/07/2017;0.04;1;0;;
106125;Alexa;Queens;Rockaway Beach;Entire home/apt;108;4;20;01/07/2019;0.85;1;329;;
5018185;Caroline;Brooklyn;Prospect Heights;Private room;60;2;1;30/07/2017;0.04;1;0;;
138579344;Lester And Shirell;Brooklyn;Clinton Hill;Entire home/apt;130;2;49;21/06/2019;2.30;1;211;;
68321431;Victor-Andres;Queens;Sunnyside;Private room;30;2;6;23/06/2018;0.42;1;0;;
39469408;Ron And Khine;Queens;Rego Park;Entire home/apt;135;3;5;04/09/2017;0.21;1;0;;
95570854;Fatema;Manhattan;Civic Center;Private room;300;1;0;;;2;179;;
37688229;Roxana;Manhattan;Midtown;Entire home/apt;79;6;8;21/06/2019;0.35;1;15;;
55148803;Bianca And Jordan;Brooklyn;Williamsburg;Entire home/apt;146;2;40;23/06/2019;1.66;1;200;;
33243428;Parsa;Brooklyn;Williamsburg;Private room;57;3;1;01/08/2017;0.04;1;0;;
97682736;Michael;Manhattan;Harlem;Entire home/apt;250;7;1;28/12/2018;0.16;1;0;;
120762452;Stanley;Manhattan;Murray Hill;Entire home/apt;150;30;1;10/04/2018;0.07;50;320;;
139415761;Deb;Bronx;City Island;Entire home/apt;85;2;42;06/07/2019;1.76;1;168;;
7338347;Janelle;Manhattan;Greenwich Village;Private room;70;7;0;;;1;0;;
44358777;Peter A.;Manhattan;Upper West Side;Private room;67;2;5;07/09/2017;0.21;1;0;;
6843497;J.F.;Bronx;Morris Park;Private room;35;3;4;06/04/2019;0.17;1;76;;
12326863;Catherine;Brooklyn;Brooklyn Heights;Entire home/apt;160;30;0;;;1;31;;
2269285;Michka;Manhattan;Nolita;Private room;100;2;6;30/10/2017;0.25;1;0;;
139467641;Bartek;Brooklyn;Bedford-Stuyvesant;Private room;47;3;8;30/12/2017;0.33;1;0;;
12825778;Laura;Manhattan;Upper East Side;Private room;46;3;23;06/07/2019;0.96;1;12;;
81160897;Roberto;Brooklyn;Bushwick;Private room;50;1;16;21/04/2019;0.66;1;343;;
19612095;Ellie;Brooklyn;Williamsburg;Private room;65;2;20;07/05/2019;0.83;2;179;;
56728868;Nathan;Manhattan;Upper East Side;Entire home/apt;115;14;0;;;1;0;;
106837455;Lisa;Manhattan;Upper West Side;Entire home/apt;135;90;0;;;8;125;;
139490165;Melvin & Maya;Brooklyn;Bushwick;Private room;110;2;9;03/06/2018;0.41;3;0;;
3118776;Akiko;Queens;Long Island City;Private room;48;5;52;24/06/2019;2.17;1;8;;
139503928;Noel;Brooklyn;Clinton Hill;Private room;45;7;1;15/08/2017;0.04;1;0;;
20163996;Russ;Brooklyn;Williamsburg;Entire home/apt;140;3;4;09/10/2018;0.20;1;0;;
38815234;Viviana;Manhattan;Harlem;Private room;45;3;42;03/06/2019;1.78;2;252;;
37092956;Edward;Manhattan;Midtown;Private room;72;6;0;;;1;0;;
139511753;Brittani;Queens;Astoria;Entire home/apt;137;2;3;27/10/2017;0.12;1;0;;
28307663;Matan;Brooklyn;Greenpoint;Entire home/apt;170;2;12;24/06/2019;0.53;1;3;;
3900279;Adriel;Brooklyn;Williamsburg;Private room;100;3;0;;;2;0;;
139127299;Switch;Manhattan;Chinatown;Entire home/apt;198;10;4;05/11/2018;0.19;1;0;;
16414560;Kat;Manhattan;East Village;Private room;100;2;1;21/05/2019;0.61;1;0;;
9039995;Jamie;Queens;Long Island City;Shared room;33;1;11;22/10/2017;0.46;1;0;;
40139382;Josh;Manhattan;Upper East Side;Private room;70;4;1;20/01/2018;0.06;1;0;;
619942;Stacy & Simon;Brooklyn;Cypress Hills;Private room;42;30;42;01/07/2019;1.81;6;114;;
115355054;Alice;Queens;Flushing;Entire home/apt;139;2;36;24/06/2019;1.74;1;101;;
3792860;Elena;Manhattan;Upper East Side;Entire home/apt;150;1;0;;;2;0;;
3019399;Andreas;Brooklyn;Fort Greene;Entire home/apt;180;2;15;01/07/2019;0.64;1;4;;
35751147;Agraj;Queens;Richmond Hill;Private room;60;1;26;05/05/2019;1.09;1;0;;
10307134;Anna;Manhattan;Chelsea;Entire home/apt;275;3;20;01/07/2019;0.86;2;106;;
15468652;Igor;Manhattan;Washington Heights;Private room;59;6;1;04/08/2017;0.04;1;0;;
54508926;Roshumba;Brooklyn;Canarsie;Entire home/apt;167;2;102;08/07/2019;4.27;1;294;;
27895393;Daniel;Manhattan;East Village;Private room;95;3;23;27/05/2019;1.05;1;229;;
1877402;Anna;Manhattan;Harlem;Private room;50;1;15;07/06/2018;0.62;2;0;;
6376364;Jing;Manhattan;East Village;Entire home/apt;200;2;11;10/10/2017;0.47;1;0;;
3757515;Emily;Brooklyn;Cobble Hill;Entire home/apt;125;7;0;;;1;0;;
9427915;Ntifafa Akoko;Manhattan;Harlem;Entire home/apt;100;2;27;09/06/2019;1.15;1;1;;
53821069;Daniel;Manhattan;Lower East Side;Entire home/apt;94;1;8;28/07/2017;0.33;1;0;;
23055253;Marie;Brooklyn;Bushwick;Private room;70;4;0;;;2;0;;
134184451;Hillside Hotel;Queens;Jamaica;Private room;135;1;1;08/10/2017;0.05;18;180;;
20063690;Naheima;Brooklyn;Bedford-Stuyvesant;Entire home/apt;550;3;4;03/09/2018;0.22;2;97;;
84941679;Junior;Bronx;Clason Point;Private room;80;1;2;02/10/2018;0.09;1;88;;
16534981;Suzy;Brooklyn;Bedford-Stuyvesant;Entire home/apt;68;14;10;30/04/2019;0.43;5;286;;
20459165;Amie;Queens;Ridgewood;Private room;63;4;6;20/09/2017;0.26;1;0;;
131684478;Mervin (Michael);Staten Island;West Brighton;Private room;83;2;5;29/08/2018;0.24;3;188;;
86892032;Marian;Queens;Rosedale;Entire home/apt;60;1;57;08/07/2019;2.41;1;336;;
9293730;Inna;Manhattan;Upper East Side;Entire home/apt;155;30;8;24/04/2019;0.37;16;333;;
1804766;Omer;Brooklyn;Williamsburg;Entire home/apt;108;7;0;;;1;0;;
63913582;Karen;Brooklyn;Sunset Park;Private room;75;3;7;20/04/2018;0.29;2;0;;
34296062;Heather;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;250;2;0;;;1;0;;
36952002;Debra;Brooklyn;Bushwick;Private room;35;2;14;27/06/2019;0.66;1;16;;
104892816;Stanislas;Brooklyn;Williamsburg;Private room;70;3;1;07/08/2017;0.04;1;0;;
12518089;Dan;Brooklyn;DUMBO;Entire home/apt;195;2;3;29/12/2017;0.13;1;0;;
139013186;Iris;Bronx;Kingsbridge;Private room;75;2;40;19/05/2019;1.74;1;246;;
97856969;Evgenia;Brooklyn;Boerum Hill;Entire home/apt;98;13;1;29/08/2017;0.04;1;0;;
57571805;Gharet;Manhattan;Midtown;Entire home/apt;100;2;1;25/11/2017;0.05;3;0;;
106430338;Alana;Brooklyn;Bensonhurst;Private room;57;3;3;30/10/2018;0.27;2;83;;
24861274;Madison;Manhattan;Chelsea;Entire home/apt;200;2;24;01/07/2019;1.14;1;20;;
21016975;Stephen;Manhattan;East Village;Shared room;350;1;5;11/01/2019;0.26;1;0;;
112954746;Miranda;Manhattan;Upper East Side;Entire home/apt;145;2;3;30/07/2017;0.12;1;0;;
446095;Chris And Nina;Queens;Ditmars Steinway;Entire home/apt;170;2;56;30/06/2019;2.91;1;305;;
5962328;Alan;Queens;Flushing;Entire home/apt;180;30;2;09/06/2019;0.12;15;320;;
139838320;Bismillah;Brooklyn;Bedford-Stuyvesant;Entire home/apt;200;2;36;27/05/2019;1.54;2;124;;
2141311;Thomas;Brooklyn;Williamsburg;Entire home/apt;400;3;0;;;2;0;;
5483699;Jeff;Brooklyn;Bedford-Stuyvesant;Entire home/apt;789;2;51;24/06/2019;2.12;1;175;;
83671631;Esperanza;Brooklyn;Williamsburg;Private room;60;2;1;27/05/2019;0.70;1;248;;
139638096;Xinyan;Manhattan;Roosevelt Island;Private room;60;1;0;;;1;0;;
87612379;Marta;Queens;Middle Village;Entire home/apt;140;3;35;29/06/2019;1.56;1;190;;
28270349;Jie;Queens;Flushing;Entire home/apt;89;1;105;07/07/2019;4.38;2;0;;
28881583;Laila;Manhattan;East Village;Entire home/apt;150;2;28;30/05/2019;1.17;1;9;;
23212298;Seda;Brooklyn;Crown Heights;Entire home/apt;127;4;56;22/06/2019;2.48;1;286;;
9020323;Andrea;Brooklyn;Bedford-Stuyvesant;Private room;110;3;20;05/07/2019;0.89;1;173;;
139871790;Reisha;Manhattan;Upper East Side;Entire home/apt;123;3;26;29/05/2019;1.08;1;0;;
139871943;Patrick;Manhattan;Nolita;Private room;81;30;59;15/06/2019;2.47;3;111;;
15615036;Ronnie;Brooklyn;Bushwick;Private room;44;1;7;25/07/2017;0.29;2;0;;
3900279;Adriel;Brooklyn;Williamsburg;Private room;105;3;0;;;2;0;;
35741929;Assol;Brooklyn;Crown Heights;Entire home/apt;100;2;16;20/08/2018;0.68;2;0;;
69891628;Daniel;Manhattan;East Village;Entire home/apt;305;2;29;01/07/2019;1.29;1;58;;
114523254;Larissa;Manhattan;East Harlem;Private room;85;1;8;16/10/2017;0.34;1;0;;
117530860;Adam;Brooklyn;Williamsburg;Private room;65;7;1;14/08/2017;0.04;1;0;;
105139019;Giulia;Brooklyn;Williamsburg;Private room;90;3;3;17/08/2017;0.12;1;0;;
103217662;Mathilde;Queens;Ridgewood;Private room;50;7;1;19/11/2017;0.05;1;0;;
781674;Stephen;Brooklyn;Fort Greene;Entire home/apt;100;14;5;09/07/2018;0.21;1;0;;
134185971;Simone;Manhattan;East Village;Entire home/apt;176;2;3;01/01/2018;0.13;1;0;;
18197578;Caitlin;Brooklyn;Crown Heights;Entire home/apt;100;3;12;25/11/2018;0.50;1;4;;
30245313;Jewel;Manhattan;Upper East Side;Private room;187;1;6;12/12/2017;0.26;1;0;;
16705993;Richard;Queens;Woodhaven;Private room;70;2;7;16/10/2017;0.30;1;65;;
122038325;Watson;Manhattan;East Harlem;Private room;76;2;79;08/05/2019;3.33;1;11;;
877697;Lisa;Manhattan;Gramercy;Entire home/apt;175;2;0;;;1;0;;
7831209;Bobi;Manhattan;East Harlem;Private room;43;1;86;11/05/2019;3.55;10;161;;
28363708;Gregory;Brooklyn;Fort Greene;Entire home/apt;350;7;0;;;1;145;;
38098992;Julia;Manhattan;Inwood;Private room;65;2;2;01/07/2018;0.10;2;76;;
139957134;Trudy;Queens;Arverne;Private room;50;1;28;22/06/2019;1.23;3;251;;
32446721;Veronica;Queens;Corona;Shared room;37;1;18;03/07/2019;0.75;6;365;;
139985282;David;Queens;Astoria;Private room;48;1;3;13/08/2017;0.13;1;0;;
11654079;Deniz;Manhattan;Nolita;Entire home/apt;300;7;14;19/04/2019;0.67;1;9;;
90315649;Mike;Manhattan;East Harlem;Entire home/apt;135;4;3;19/06/2018;0.12;1;0;;
1693845;Roni;Manhattan;Harlem;Private room;135;2;33;02/06/2019;1.40;1;75;;
5353151;Justin;Manhattan;Upper East Side;Private room;72;3;21;04/07/2019;0.90;1;61;;
3171141;Stav;Brooklyn;Sunset Park;Entire home/apt;90;30;0;;;1;53;;
31284229;Eddie;Manhattan;East Harlem;Private room;120;1;1;19/07/2017;0.04;1;0;;
36043601;Bicheng;Manhattan;Chelsea;Entire home/apt;200;2;0;;;1;0;;
139949166;Jiwon;Manhattan;Chelsea;Entire home/apt;128;1;4;20/03/2018;0.17;1;0;;
5869629;Zack;Manhattan;Upper West Side;Entire home/apt;300;2;0;;;1;0;;
1451743;David;Brooklyn;Bedford-Stuyvesant;Entire home/apt;100;5;2;24/08/2017;0.09;1;0;;
131647128;Emily;Manhattan;Upper West Side;Entire home/apt;190;30;8;03/06/2019;0.36;25;330;;
20063690;Naheima;Brooklyn;Bedford-Stuyvesant;Entire home/apt;150;2;69;30/06/2019;2.90;2;328;;
55608979;Marie;Manhattan;Washington Heights;Private room;50;1;3;23/08/2017;0.13;1;0;;
26800649;Christopher;Bronx;Belmont;Shared room;110;1;0;;;1;0;;
8154922;Ivan;Brooklyn;Bay Ridge;Entire home/apt;60;30;0;;;1;0;;
140083988;Chris;Brooklyn;Williamsburg;Entire home/apt;175;2;102;21/06/2019;4.23;1;152;;
2761278;Yuval;Manhattan;Kips Bay;Entire home/apt;229;5;1;03/01/2018;0.05;1;0;;
21938310;Jane;Manhattan;East Village;Private room;95;2;1;24/07/2017;0.04;1;54;;
55389878;Justin;Brooklyn;Williamsburg;Private room;84;1;1;31/07/2017;0.04;1;0;;
71749435;Paul;Manhattan;Washington Heights;Entire home/apt;80;3;37;30/06/2019;1.55;1;28;;
8266069;Linda And Liz;Queens;Elmhurst;Private room;120;2;110;30/06/2019;4.75;1;222;;
48881330;Nina;Brooklyn;Crown Heights;Entire home/apt;100;3;6;20/01/2019;0.25;1;250;;
140128474;Chris;Manhattan;Theater District;Entire home/apt;210;3;138;01/07/2019;5.73;1;234;;
2887664;Brock;Brooklyn;Williamsburg;Entire home/apt;260;2;15;23/05/2019;0.68;1;88;;
123634626;Livia;Brooklyn;Bensonhurst;Entire home/apt;99;3;28;04/07/2019;1.92;1;325;;
139942077;Sahar;Manhattan;East Village;Private room;125;1;80;28/06/2019;3.35;1;340;;
922462;Stacia;Brooklyn;Crown Heights;Private room;65;2;0;;;1;98;;
28819052;Taylor;Brooklyn;Williamsburg;Private room;80;2;95;22/06/2019;4.09;1;51;;
140146581;Natalie And Vince;Manhattan;Harlem;Private room;69;1;14;13/09/2018;0.72;1;0;;
2891898;Jennifer;Brooklyn;Borough Park;Private room;48;5;2;03/05/2019;0.19;1;214;;
23027289;Eileen;Brooklyn;Clinton Hill;Private room;40;1;2;29/08/2017;0.09;1;0;;
4380358;C Lum;Manhattan;Upper East Side;Private room;135;4;5;31/05/2019;0.22;1;95;;
140220933;Yolanda;Brooklyn;East Flatbush;Entire home/apt;103;3;35;21/04/2019;1.52;1;291;;
135337934;Steve;Queens;Queens Village;Entire home/apt;110;2;20;19/06/2019;0.84;2;27;;
2351055;Leeron;Manhattan;Harlem;Private room;50;4;3;20/10/2018;0.31;1;0;;
19612095;Ellie;Brooklyn;Williamsburg;Private room;45;2;0;;;2;274;;
30868859;Moheb;Manhattan;Upper East Side;Entire home/apt;125;5;36;02/05/2019;1.56;1;0;;
105049617;Gio;Manhattan;Hell's Kitchen;Private room;129;1;108;29/06/2019;4.49;3;116;;
105049617;Gio;Manhattan;Hell's Kitchen;Private room;129;1;111;07/07/2019;4.61;3;111;;
105049617;Gio;Manhattan;Hell's Kitchen;Private room;129;1;97;22/06/2019;4.03;3;132;;
131647128;Emily;Manhattan;Upper West Side;Entire home/apt;190;30;9;19/02/2019;0.43;25;334;;
137832487;Mariame;Bronx;Longwood;Private room;65;3;2;28/02/2018;0.11;1;0;;
94206273;Brendan;Manhattan;Midtown;Private room;99;1;112;24/06/2018;4.66;1;0;;
2409072;Erykah;Manhattan;Harlem;Private room;60;2;15;31/05/2019;0.66;1;95;;
140293912;Awilda;Brooklyn;Kensington;Entire home/apt;89;3;57;14/01/2019;2.38;3;0;;
10966079;Ward;Brooklyn;Williamsburg;Private room;75;3;54;30/06/2019;2.24;2;96;;
3263559;Rachel;Manhattan;Upper West Side;Entire home/apt;187;3;7;08/02/2019;0.33;1;5;;
114596544;Martin;Queens;Astoria;Entire home/apt;95;3;19;08/01/2018;0.79;1;0;;
140323391;Adi;Brooklyn;Bushwick;Private room;45;3;0;;;1;0;;
129646758;Sherry  W  X;Brooklyn;East Flatbush;Entire home/apt;160;3;53;01/07/2019;2.24;2;294;;
140323631;Neha;Manhattan;Upper East Side;Entire home/apt;140;7;3;07/07/2018;0.13;1;0;;
88001494;Mendy;Brooklyn;Crown Heights;Private room;90;2;38;27/06/2019;1.59;3;45;;
119441;Angele;Queens;Astoria;Entire home/apt;200;7;10;17/12/2017;0.45;3;247;;
71540842;Willy;Queens;Ridgewood;Private room;48;3;50;23/06/2019;2.09;2;111;;
25072764;Thomas;Manhattan;Lower East Side;Private room;69;4;2;15/08/2017;0.09;1;0;;
14898658;Chadanut;Brooklyn;Kensington;Private room;45;1;22;21/05/2019;0.96;11;7;;
131777975;Jewell;Brooklyn;Brownsville;Private room;90;4;4;01/01/2019;0.20;3;89;;
18990231;Kwam;Queens;Ridgewood;Private room;45;1;3;04/10/2017;0.13;1;0;;
79527116;Pamela;Manhattan;East Village;Entire home/apt;110;30;41;26/12/2018;1.72;1;244;;
25789741;Jeanne;Brooklyn;Bedford-Stuyvesant;Private room;40;5;0;;;1;0;;
67739226;Vipul;Manhattan;Upper West Side;Shared room;50;1;0;;;1;0;;
26178020;Monica;Queens;Long Island City;Entire home/apt;180;30;0;;;1;83;;
2781214;Jeanie;Brooklyn;Bedford-Stuyvesant;Private room;45;12;9;31/10/2018;0.38;1;0;;
1132004;Michael;Manhattan;East Village;Entire home/apt;125;5;2;27/08/2017;0.08;1;0;;
140433041;Ariel;Manhattan;Midtown;Entire home/apt;325;3;21;29/12/2018;0.89;1;2;;
48100358;Ivan;Brooklyn;Williamsburg;Private room;55;1;87;23/06/2019;3.72;3;24;;
39134890;Di;Queens;Elmhurst;Private room;39;3;25;17/07/2018;1.22;1;0;;
9121644;Dominic;Queens;Ridgewood;Private room;85;2;5;02/09/2017;0.21;1;0;;
80701659;Marie;Brooklyn;Williamsburg;Private room;80;5;1;29/08/2017;0.04;1;0;;
12577986;Bennett;Brooklyn;Bedford-Stuyvesant;Entire home/apt;124;1;113;23/06/2019;4.71;1;63;;
2462300;Jasmine;Manhattan;Harlem;Entire home/apt;120;3;20;01/01/2019;0.94;1;0;;
137751858;Kelly;Manhattan;Upper East Side;Entire home/apt;120;3;8;21/09/2017;0.34;1;0;;
17820666;Erin;Brooklyn;Williamsburg;Entire home/apt;198;20;4;31/03/2018;0.18;1;0;;
61689461;Michael;Manhattan;Financial District;Private room;55;3;2;27/07/2017;0.08;1;0;;
140476993;Sharif J.;Manhattan;Washington Heights;Entire home/apt;100;7;10;26/12/2018;0.42;1;0;;
16752839;Karen;Brooklyn;Carroll Gardens;Entire home/apt;225;2;14;24/11/2018;0.65;1;0;;
140488110;Grace;Brooklyn;Williamsburg;Private room;60;2;0;;;1;0;;
140492812;Andrew;Brooklyn;Bushwick;Private room;57;1;2;18/10/2017;0.09;2;0;;
140503168;Ariel;Brooklyn;Williamsburg;Private room;95;3;1;27/07/2017;0.04;1;67;;
91358346;Eric;Brooklyn;Williamsburg;Private room;600;1;0;;;1;0;;
5244814;Gina;Brooklyn;Williamsburg;Entire home/apt;200;3;1;02/01/2019;0.16;1;0;;
20433973;Julia;Bronx;City Island;Private room;80;1;6;30/06/2019;1.33;2;358;;
22549130;Zaid;Brooklyn;Williamsburg;Entire home/apt;116;3;6;26/08/2018;0.26;1;0;;
13349759;Isai;Manhattan;East Village;Private room;75;3;0;;;1;0;;
140599227;Fanny;Queens;Forest Hills;Private room;45;1;43;11/11/2018;1.85;2;0;;
24383253;Arash;Brooklyn;Crown Heights;Private room;50;8;0;;;1;0;;
55952349;Umberto;Queens;Kew Gardens;Entire home/apt;150;6;3;15/06/2019;0.12;1;36;;
34359486;Katherine;Manhattan;Harlem;Entire home/apt;120;2;11;09/09/2018;0.46;1;128;;
20608771;Michael;Brooklyn;Bedford-Stuyvesant;Entire home/apt;99;7;7;03/01/2018;0.30;1;0;;
4328217;Jill;Manhattan;Upper West Side;Entire home/apt;325;7;0;;;1;0;;
24607072;Luke;Manhattan;West Village;Entire home/apt;150;3;3;04/09/2017;0.13;1;0;;
139259102;Celeste;Manhattan;Midtown;Private room;500;1;0;;;2;0;;
93859477;Mac;Brooklyn;Williamsburg;Entire home/apt;210;2;23;26/03/2019;0.96;1;0;;
59045042;Sidney;Brooklyn;Bushwick;Private room;55;2;7;04/10/2017;0.29;1;0;;
47198967;Sean And Kat;Brooklyn;Fort Greene;Entire home/apt;108;1;6;19/10/2017;0.26;1;0;;
25653961;Tatianna;Manhattan;Harlem;Private room;50;3;5;30/12/2018;0.22;1;0;;
2988712;Sasha;Bronx;Claremont Village;Entire home/apt;72;90;2;23/04/2018;0.12;7;223;;
117492425;Dine;Staten Island;St. George;Private room;33;4;63;03/07/2019;2.78;6;197;;
6861839;Eli;Manhattan;Chelsea;Entire home/apt;500;3;1;29/12/2017;0.05;1;0;;
619942;Stacy & Simon;Brooklyn;Cypress Hills;Private room;42;30;46;29/06/2019;1.97;6;202;;
19608476;Celia;Manhattan;Washington Heights;Private room;87;4;34;28/06/2019;1.41;1;31;;
137411167;Becky;Bronx;Parkchester;Private room;45;1;23;01/06/2019;0.96;1;54;;
83061189;Stephen;Brooklyn;Boerum Hill;Entire home/apt;150;1;8;04/07/2019;0.34;1;158;;
140770094;Edwin;Brooklyn;Bedford-Stuyvesant;Entire home/apt;170;3;75;02/07/2019;3.24;1;323;;
128517263;Alina;Brooklyn;Bushwick;Private room;75;6;8;28/01/2019;0.34;3;53;;
140470401;Peter;Brooklyn;Crown Heights;Entire home/apt;200;2;51;30/06/2019;2.15;1;127;;
69108319;Varun;Manhattan;Upper East Side;Entire home/apt;115;2;0;;;1;0;;
140798168;Olivia;Queens;Astoria;Entire home/apt;165;6;0;;;1;0;;
15096876;Raymundo;Brooklyn;Bushwick;Private room;60;3;2;31/07/2017;0.08;1;0;;
513517;Tak;Brooklyn;Crown Heights;Private room;59;2;1;25/05/2018;0.07;1;0;;
55468128;Reina;Brooklyn;Windsor Terrace;Private room;49;1;109;29/06/2019;4.99;7;258;;
2574881;Emma;Manhattan;East Village;Entire home/apt;150;3;6;08/10/2018;0.28;1;0;;
10677720;Deniz;Manhattan;Lower East Side;Private room;77;5;20;13/05/2018;0.84;1;0;;
325862;Oscar;Brooklyn;Windsor Terrace;Entire home/apt;99;2;7;23/06/2019;0.38;1;0;;
8199671;Coline;Brooklyn;Bedford-Stuyvesant;Entire home/apt;120;2;6;19/04/2019;0.25;1;2;;
125458231;Mohammad;Manhattan;Upper West Side;Private room;85;1;0;;;1;363;;
52535342;Darren;Brooklyn;Park Slope;Entire home/apt;175;3;0;;;1;0;;
87474067;Amanda;Brooklyn;Bedford-Stuyvesant;Private room;60;1;16;20/05/2018;0.68;1;0;;
26645843;Camaron;Manhattan;Harlem;Entire home/apt;250;5;2;25/06/2019;0.11;1;6;;
60230747;Joel;Queens;Ridgewood;Private room;30;14;2;03/09/2017;0.08;1;0;;
140847083;Richard;Manhattan;Washington Heights;Private room;99;2;20;05/05/2019;0.89;1;24;;
619942;Stacy & Simon;Brooklyn;Cypress Hills;Private room;42;30;33;03/06/2019;1.42;6;74;;
104470941;Careff;Brooklyn;Crown Heights;Private room;90;2;34;02/07/2019;1.43;1;170;;
25991504;Claudia;Manhattan;Morningside Heights;Private room;48;7;1;16/08/2017;0.04;1;0;;
73056979;Kesaun;Manhattan;Upper East Side;Private room;55;1;7;16/01/2018;0.30;1;0;;
140889033;Vasiliki;Queens;Rego Park;Entire home/apt;40;14;1;24/02/2019;0.22;1;7;;
140931908;Daniela;Manhattan;East Harlem;Entire home/apt;200;2;9;25/06/2019;0.38;1;27;;
17617027;Steven;Brooklyn;Fort Greene;Entire home/apt;100;1;2;23/07/2017;0.08;1;0;;
17507326;Kat;Brooklyn;Bedford-Stuyvesant;Private room;107;2;1;30/06/2019;1;1;90;;
34388017;Gabrielle;Brooklyn;Crown Heights;Entire home/apt;175;3;0;;;1;0;;
140964310;Shiv;Manhattan;East Harlem;Private room;150;7;0;;;1;0;;
131647128;Emily;Manhattan;Upper West Side;Entire home/apt;225;30;20;16/05/2019;0.90;25;286;;
72926334;Iquane;Brooklyn;Bedford-Stuyvesant;Private room;27;1;68;16/06/2019;2.88;3;112;;
132839074;Jill;Brooklyn;Williamsburg;Entire home/apt;101;2;7;09/02/2019;0.64;1;0;;
131647128;Emily;Manhattan;Upper West Side;Entire home/apt;255;30;5;27/02/2019;0.26;25;254;;
131647128;Emily;Manhattan;Upper West Side;Entire home/apt;320;30;8;28/06/2019;0.38;25;261;;
57670550;Josie;Brooklyn;Crown Heights;Entire home/apt;87;2;2;26/06/2018;0.09;2;0;;
29003640;Cedric;Manhattan;Washington Heights;Entire home/apt;60;3;6;26/09/2017;0.25;1;0;;
140983856;Nini;Manhattan;Financial District;Entire home/apt;199;10;36;13/06/2019;1.52;2;297;;
137264725;Gulcin;Manhattan;Chinatown;Entire home/apt;320;1;2;22/07/2018;0.10;4;249;;
52583380;Sebastian;Brooklyn;Park Slope;Private room;88;3;8;08/12/2017;0.33;1;0;;
